Country,Date,Product,AMI,MOSact,MOSproj,Order
Uganda-JMS,2/28/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",969,,3.53,
Uganda-JMS,2/28/2019,"Nevirapine 200 mg Tablet, 60 Tabs",9310,,3.07,
Uganda-JMS,2/28/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",1571,,0.89,
Uganda-JMS,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",20623,,2.89,
Uganda-JMS,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",2464,,12.85,
Uganda-JMS,3/31/2019,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",4030,,15.72,
Uganda-JMS,3/31/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",4304,,5.57,
Uganda-JMS,3/31/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",4174,,7.37,
Uganda-JMS,3/31/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",38485,,15.3,
Uganda-JMS,3/31/2019,"Dolutegravir, 50 mg Tablet, 30 Tabs",1213,,1.95,
Uganda-JMS,3/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",1241,,12.51,
Uganda-JMS,3/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",8135,,6.75,
Uganda-JMS,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",63948,,2.28,
Uganda-JMS,3/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",2001,,4.24,
Uganda-JMS,3/31/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",282,,10.41,
Uganda-JMS,3/31/2019,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",608,,2.56,
Uganda-JMS,3/31/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",23056,,3.03,
Uganda-JMS,3/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",7975,,2.54,
Uganda-JMS,3/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",527,,13.19,
Uganda-JMS,3/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",1025,,10.52,
Uganda-JMS,3/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",4385,,6.39,
Uganda-JMS,3/31/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",299,,4.84,
Uganda-JMS,3/31/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",969,,2.9,
Uganda-JMS,3/31/2019,"Nevirapine 200 mg Tablet, 60 Tabs",9310,,2.88,
Uganda-JMS,3/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",1571,,1.42,
Uganda-JMS,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",20623,,2.19,
Uganda-JMS,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",2464,,11.51,
Uganda-MAUL,1/31/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Ta",7589,10.25,,
Uganda-MAUL,1/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",8747,5.85,,
Uganda-MAUL,1/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",11413,3.29,,
Uganda-MAUL,1/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2283,6.23,,
Uganda-MAUL,1/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",23181,7.64,,
Uganda-MAUL,1/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",128243,6.58,,
Uganda-MAUL,1/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",1470,9.31,,
Uganda-MAUL,1/31/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",110,7.2,,
Uganda-MAUL,1/31/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",332,9.71,,
Uganda-MAUL,1/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",40197,6.57,,
Uganda-MAUL,1/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",23424,2.68,,
Uganda-MAUL,1/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",2771,2.84,,
Uganda-MAUL,1/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",3152,7.1,,
Uganda-MAUL,1/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",9177,4.47,,
Uganda-MAUL,1/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1207,15.93,,
Uganda-MAUL,1/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",26895,7.12,,
Uganda-MAUL,1/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",5102,13.01,,
Uganda-MAUL,1/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",52207,5.85,,
Uganda-MAUL,1/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",7723,4.24,,
Uganda-MAUL,3/31/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Ta",9518,7.28,,
Uganda-MAUL,3/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",8522,4.69,,
Uganda-MAUL,3/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",11778,3.72,,
Uganda-MAUL,3/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2321,6.31,,
Uganda-MAUL,3/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",22599,6.25,,
Uganda-MAUL,3/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",131722,3.95,,
Uganda-MAUL,3/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",1470,6.86,,
Uganda-MAUL,3/31/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",110,5.22,,
Uganda-MAUL,3/31/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",332,7.5,,
Uganda-MAUL,3/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",41207,5.22,,
Uganda-MAUL,3/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",23071,5.41,,
Uganda-MAUL,3/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",2723,5.33,,
Uganda-MAUL,3/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",3506,4.67,,
Uganda-MAUL,3/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",9048,4.21,,
Uganda-MAUL,3/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1082,10.04,,
Uganda-MAUL,3/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",27524,5.5,,
Uganda-MAUL,3/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",4702,12.01,,
Uganda-MAUL,3/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",49386,5.6,,
Uganda-MAUL,3/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",6751,6.41,,
Uganda-MAUL,5/31/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Ta",9518,7.28,,
Uganda-MAUL,5/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",8522,4.69,,
Uganda-MAUL,5/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",11778,3.72,,
Uganda-MAUL,5/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2321,6.31,,
Uganda-MAUL,5/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",22599,6.25,,
Uganda-MAUL,5/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",131722,3.95,,
Uganda-MAUL,5/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",1470,6.86,,
Uganda-MAUL,5/31/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",110,5.22,,
Uganda-MAUL,5/31/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",332,7.5,,
Uganda-MAUL,5/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",41207,5.22,,
Uganda-MAUL,5/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",23071,5.41,,
Uganda-MAUL,5/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",2723,5.33,,
Uganda-MAUL,5/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",3506,4.67,,
Uganda-MAUL,5/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",9048,4.21,,
Uganda-MAUL,5/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1082,10.04,,
Uganda-MAUL,5/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",27524,5.5,,
Uganda-MAUL,5/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",4702,12.01,,
Uganda-MAUL,5/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",49386,5.6,,
Uganda-MAUL,5/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",6751,6.41,,
Uganda-MAUL,8/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",10267,4.04,,
Uganda-MAUL,8/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",9300,4.23,,
Uganda-MAUL,8/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",12591,4.35,,
Uganda-MAUL,8/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2531,3.68,,
Uganda-MAUL,8/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",23041,4.39,,
Uganda-MAUL,8/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",134817,2.08,,
Uganda-MAUL,8/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",1594,3.91,,
Uganda-MAUL,8/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",78,5.67,,
Uganda-MAUL,8/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",310,5.55,,
Uganda-MAUL,8/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",41623,3.27,,
Uganda-MAUL,8/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",23081,3.54,,
Uganda-MAUL,8/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",2796,7.44,,
Uganda-MAUL,8/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",3183,3.64,,
Uganda-MAUL,8/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",9197,4.36,,
Uganda-MAUL,8/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1144,5.8,,
Uganda-MAUL,8/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",26981,4.06,,
Uganda-MAUL,8/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",4753,10.18,,
Uganda-MAUL,8/1/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",49850,3.69,,
Uganda-MAUL,8/1/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",6652,4.52,,
Uganda-MAUL,10/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",11967,5.18,,
Uganda-MAUL,10/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",9708,3.77,,
Uganda-MAUL,10/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",13197,3.49,,
Uganda-MAUL,10/1/2018,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",78610,8.04,,
Uganda-MAUL,10/1/2018,"Dolutegravir, 50 mg Tablet, 30 Tabs",4833,3.11,,
Uganda-MAUL,10/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2320,5.44,,
Uganda-MAUL,10/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",21052,2.08,,
Uganda-MAUL,10/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",142819,2.89,,
Uganda-MAUL,10/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",2286,4.69,,
Uganda-MAUL,10/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",177,2.49,,
Uganda-MAUL,10/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",912,1.3,,
Uganda-MAUL,10/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",44071,2.41,,
Uganda-MAUL,10/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",24309,3.47,,
Uganda-MAUL,10/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",3149,4.52,,
Uganda-MAUL,10/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",4105,2.37,,
Uganda-MAUL,10/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",10479,3.57,,
Uganda-MAUL,10/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1096,1.71,,
Uganda-MAUL,10/1/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",1476,4.42,,
Uganda-MAUL,10/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",26737,2.64,,
Uganda-MAUL,10/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",4231,7.25,,
Uganda-MAUL,10/1/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",50904,1.87,,
Uganda-MAUL,10/1/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",5945,6.06,,
Uganda-MAUL,1/1/2019,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",11585,,7.29,
Uganda-MAUL,1/1/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",9298,,5.3,
Uganda-MAUL,1/1/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",13217,,6.04,
Uganda-MAUL,1/1/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",78610,,7.94,
Uganda-MAUL,1/1/2019,"Dolutegravir, 50 mg Tablet, 30 Tabs",8319,,1.16,
Uganda-MAUL,1/1/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2186,,8.15,
Uganda-MAUL,1/1/2019,"Efavirenz 600 mg Tablet, 30 Tabs",17748,,2.39,
Uganda-MAUL,1/1/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",127805,,1.93,
Uganda-MAUL,1/1/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",2286,,4.3,
Uganda-MAUL,1/1/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",177,,1.21,
Uganda-MAUL,1/1/2019,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",912,,2.34,
Uganda-MAUL,1/1/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",41508,,2.7,
Uganda-MAUL,1/1/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",20258,,2.72,
Uganda-MAUL,1/1/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",2484,,4.14,
Uganda-MAUL,1/1/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",4018,,6.85,
Uganda-MAUL,1/1/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",9794,,6.4,
Uganda-MAUL,1/1/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1127,,5.53,
Uganda-MAUL,1/1/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",1361,,3.13,
Uganda-MAUL,1/1/2019,"Nevirapine 200 mg Tablet, 60 Tabs",19674,,3.27,
Uganda-MAUL,1/1/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",3437,,7.54,
Uganda-MAUL,1/1/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",38566,,3.88,
Uganda-MAUL,1/1/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",4757,,7.52,
Uganda-MAUL,3/1/2019,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",47980,,0.08,
Uganda-MAUL,3/1/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",12720,,1.63,
Uganda-MAUL,3/1/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",22397,,0.14,
Uganda-MAUL,3/1/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",177061,,2.72,
Uganda-MAUL,3/1/2019,"Dolutegravir, 50 mg Tablet, 30 Tabs",2909,,1.79,
Uganda-MAUL,3/1/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",10313,,2.51,
Uganda-MAUL,3/1/2019,"Efavirenz 600 mg Tablet, 30 Tabs",91007,,3.04,
Uganda-MAUL,3/1/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",500405,,3.56,
Uganda-MAUL,3/1/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",8884,,1.42,
Uganda-MAUL,3/1/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",1190,,11.06,
Uganda-MAUL,3/1/2019,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",1046,,7.55,
Uganda-MAUL,3/1/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",124988,,2.14,
Uganda-MAUL,3/1/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",48774,,0.84,
Uganda-MAUL,3/1/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",10540,,3.83,
Uganda-MAUL,3/1/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",8374,,0.7,
Uganda-MAUL,3/1/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",12015,,1.94,
Uganda-MAUL,3/1/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",4411,,0.81,
Uganda-MAUL,3/1/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",6257,,1.93,
Uganda-MAUL,3/1/2019,"Nevirapine 200 mg Tablet, 60 Tabs",42218,,2.37,
Uganda-MAUL,3/1/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",8881,,3.7,
Uganda-MAUL,3/1/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",141008,,3.4,
Uganda-MAUL,3/1/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",28693,,4.3,
Uganda-NMS,2/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",39394,1.97,,
Uganda-NMS,2/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",9441,0.07,,
Uganda-NMS,2/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",14404,0,,
Uganda-NMS,2/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",8847,0.03,,
Uganda-NMS,2/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",146833,3.03,,
Uganda-NMS,2/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",379402,2.31,,
Uganda-NMS,2/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",9470,3.47,,
Uganda-NMS,2/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",1450,7.42,,
Uganda-NMS,2/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",1573,3.28,,
Uganda-NMS,2/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",158503,0.21,,
Uganda-NMS,2/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",52168,1.03,,
Uganda-NMS,2/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",9561,6.23,,
Uganda-NMS,2/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",4890,0,,
Uganda-NMS,2/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",10541,0.65,,
Uganda-NMS,2/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",4466,0.08,,
Uganda-NMS,2/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",39829,7.67,,
Uganda-NMS,2/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",19942,5.01,,
Uganda-NMS,2/1/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",157831,3.03,,
Uganda-NMS,2/1/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",42529,2.43,,
Uganda-NMS,4/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",42353,0.41,,
Uganda-NMS,4/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",9441,0.43,,
Uganda-NMS,4/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",15436,2.5,,
Uganda-NMS,4/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",8847,0.32,,
Uganda-NMS,4/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",128786,2.75,,
Uganda-NMS,4/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",411377,0.75,,
Uganda-NMS,4/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",7658,3.7,,
Uganda-NMS,4/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",1003,9.98,,
Uganda-NMS,4/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",1637,1.3,,
Uganda-NMS,4/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",158503,1.85,,
Uganda-NMS,4/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",53397,1.7,,
Uganda-NMS,4/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",9994,3.53,,
Uganda-NMS,4/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",5475,2.67,,
Uganda-NMS,4/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",10437,6.92,,
Uganda-NMS,4/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",4466,1.37,,
Uganda-NMS,4/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",39405,5.09,,
Uganda-NMS,4/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",17921,3.63,,
Uganda-NMS,4/1/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",154566,1.23,,
Uganda-NMS,4/1/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",42633,2.25,,
Uganda-NMS,6/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",42353,0.41,,
Uganda-NMS,6/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",9441,0.43,,
Uganda-NMS,6/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",15436,2.5,,
Uganda-NMS,6/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",8847,0.32,,
Uganda-NMS,6/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",128786,2.75,,
Uganda-NMS,6/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",411377,0.75,,
Uganda-NMS,6/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",7658,3.7,,
Uganda-NMS,6/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",1003,9.98,,
Uganda-NMS,6/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",1637,1.3,,
Uganda-NMS,6/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",158503,1.85,,
Uganda-NMS,6/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",53397,1.7,,
Uganda-NMS,6/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",9994,3.53,,
Uganda-NMS,6/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",5475,2.67,,
Uganda-NMS,6/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",10437,6.92,,
Uganda-NMS,6/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",4466,1.37,,
Uganda-NMS,6/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",39405,5.09,,
Uganda-NMS,6/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",17921,3.63,,
Uganda-NMS,6/1/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",154566,1.23,,
Uganda-NMS,6/1/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",42633,2.25,,
Uganda-NMS,8/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",43172,3.41,,
Uganda-NMS,8/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",9310,7.38,,
Uganda-NMS,8/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",19049,1.12,,
Uganda-NMS,8/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",7959,5.5,,
Uganda-NMS,8/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",105127,3.63,,
Uganda-NMS,8/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",465372,1.42,,
Uganda-NMS,8/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",8598,1.71,,
