Country,Date,Product,SOH,AMI,MOSact,MOSproj
Uganda-MAUL,1/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",22382,3152,7.1,
Uganda-MAUL,1/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",41014,9177,4.47,
Uganda-MAUL,1/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",19223,1207,15.93,
Uganda-MAUL,1/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",191479,26895,7.12,
Uganda-MAUL,1/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",66384,5102,13.01,
Uganda-MAUL,1/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",305606,52207,5.85,
Uganda-MAUL,1/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",32739,7723,4.24,
Uganda-MAUL,3/31/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Ta",69338,9518,7.28,
Uganda-MAUL,3/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",39996,8522,4.69,
Uganda-MAUL,3/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",43791,11778,3.72,
Uganda-MAUL,3/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",14636,2321,6.31,
Uganda-MAUL,3/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",141193,22599,6.25,
Uganda-MAUL,3/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",520730,131722,3.95,
Uganda-MAUL,3/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",10080,1470,6.86,
Uganda-MAUL,3/31/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",574,110,5.22,
Uganda-MAUL,3/31/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",2491,332,7.5,
Uganda-MAUL,3/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",215082,41207,5.22,
Uganda-MAUL,3/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",124862,23071,5.41,
Uganda-MAUL,3/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",14502,2723,5.33,
Uganda-MAUL,3/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",16362,3506,4.67,
Uganda-MAUL,3/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",38097,9048,4.21,
Uganda-MAUL,3/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",10863,1082,10.04,
Uganda-MAUL,3/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",151463,27524,5.5,
Uganda-MAUL,3/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",56481,4702,12.01,
Uganda-MAUL,3/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",276414,49386,5.6,
Uganda-MAUL,3/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",43297,6751,6.41,
Uganda-MAUL,5/31/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Ta",69338,9518,7.28,
Uganda-MAUL,5/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",39996,8522,4.69,
Uganda-MAUL,5/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",43791,11778,3.72,
Uganda-MAUL,5/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",14636,2321,6.31,
Uganda-MAUL,5/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",141193,22599,6.25,
Uganda-MAUL,5/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",520730,131722,3.95,
Uganda-MAUL,5/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",10080,1470,6.86,
Uganda-MAUL,5/31/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",574,110,5.22,
Uganda-MAUL,5/31/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",2491,332,7.5,
Uganda-MAUL,5/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",215082,41207,5.22,
Uganda-MAUL,5/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",124862,23071,5.41,
Uganda-MAUL,5/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",14502,2723,5.33,
Uganda-MAUL,5/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",16362,3506,4.67,
Uganda-MAUL,5/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",38097,9048,4.21,
Uganda-MAUL,5/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",10863,1082,10.04,
Uganda-MAUL,5/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",151463,27524,5.5,
Uganda-MAUL,5/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",56481,4702,12.01,
Uganda-MAUL,5/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",276414,49386,5.6,
Uganda-MAUL,5/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",43297,6751,6.41,
Uganda-MAUL,8/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",41510,10267,4.04,
Uganda-MAUL,8/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",39327,9300,4.23,
Uganda-MAUL,8/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",54734,12591,4.35,
Uganda-MAUL,8/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",9314,2531,3.68,
Uganda-MAUL,8/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",101160,23041,4.39,
Uganda-MAUL,8/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",279893,134817,2.08,
Uganda-MAUL,8/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",6225,1594,3.91,
Uganda-MAUL,8/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",442,78,5.67,
Uganda-MAUL,8/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",1722,310,5.55,
Uganda-MAUL,8/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",136166,41623,3.27,
Uganda-MAUL,8/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",81770,23081,3.54,
Uganda-MAUL,8/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",20795,2796,7.44,
Uganda-MAUL,8/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",11586,3183,3.64,
Uganda-MAUL,8/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",40141,9197,4.36,
Uganda-MAUL,8/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",6631,1144,5.8,
Uganda-MAUL,8/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",109561,26981,4.06,
Uganda-MAUL,8/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",48393,4753,10.18,
Uganda-MAUL,8/1/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",183986,49850,3.69,
Uganda-MAUL,8/1/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",30095,6652,4.52,
Uganda-MAUL,10/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",61976,11967,5.18,
Uganda-MAUL,10/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",36557,9708,3.77,
Uganda-MAUL,10/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",46065,13197,3.49,
Uganda-MAUL,10/1/2018,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",631690,78610,8.04,
Uganda-MAUL,10/1/2018,"Dolutegravir, 50 mg Tablet, 30 Tabs",15020,4833,3.11,
Uganda-MAUL,10/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",12612,2320,5.44,
Uganda-MAUL,10/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",43892,21052,2.08,
Uganda-MAUL,10/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",413013,142819,2.89,
Uganda-MAUL,10/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",10726,2286,4.69,
Uganda-MAUL,10/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",440,177,2.49,
Uganda-MAUL,10/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",1183,912,1.3,
Uganda-MAUL,10/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",106375,44071,2.41,
Uganda-MAUL,10/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",84286,24309,3.47,
Uganda-MAUL,10/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",14230,3149,4.52,
Uganda-MAUL,10/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",9737,4105,2.37,
Uganda-MAUL,10/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",37406,10479,3.57,
Uganda-MAUL,10/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1878,1096,1.71,
Uganda-MAUL,10/1/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",6523,1476,4.42,
Uganda-MAUL,10/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",70602,26737,2.64,
Uganda-MAUL,10/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",30661,4231,7.25,
Uganda-MAUL,10/1/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",94988,50904,1.87,
Uganda-MAUL,10/1/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",36025,5945,6.06,
Uganda-MAUL,1/1/2019,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",84431,11585,,7.29
Uganda-MAUL,1/1/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",49284,9298,,5.3
Uganda-MAUL,1/1/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",79844,13217,,6.04
Uganda-MAUL,1/1/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",624458,78610,,7.94
Uganda-MAUL,1/1/2019,"Dolutegravir, 50 mg Tablet, 30 Tabs",9687,8319,,1.16
Uganda-MAUL,1/1/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",17825,2186,,8.15
Uganda-MAUL,1/1/2019,"Efavirenz 600 mg Tablet, 30 Tabs",42411,17748,,2.39
Uganda-MAUL,1/1/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",246495,127805,,1.93
Uganda-MAUL,1/1/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",9819,2286,,4.3
Uganda-MAUL,1/1/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",215,177,,1.21
Uganda-MAUL,1/1/2019,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",2132,912,,2.34
Uganda-MAUL,1/1/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",112230,41508,,2.7
Uganda-MAUL,1/1/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",55080,20258,,2.72
Uganda-MAUL,1/1/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",10296,2484,,4.14
Uganda-MAUL,1/1/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",27542,4018,,6.85
Uganda-MAUL,1/1/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",62669,9794,,6.4
Uganda-MAUL,1/1/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",6234,1127,,5.53
Uganda-MAUL,1/1/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",4257,1361,,3.13
Uganda-MAUL,1/1/2019,"Nevirapine 200 mg Tablet, 60 Tabs",64395,19674,,3.27
Uganda-MAUL,1/1/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",25925,3437,,7.54
Uganda-MAUL,1/1/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",149472,38566,,3.88
Uganda-MAUL,1/1/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",35768,4757,,7.52
Uganda-MAUL,3/1/2019,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",4024,47980,,0.08
Uganda-MAUL,3/1/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",20793,12720,,1.63
Uganda-MAUL,3/1/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",3058,22397,,0.14
Uganda-MAUL,3/1/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",481973,177061,,2.72
Uganda-MAUL,3/1/2019,"Dolutegravir, 50 mg Tablet, 30 Tabs",5217,2909,,1.79
Uganda-MAUL,3/1/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",25866,10313,,2.51
Uganda-MAUL,3/1/2019,"Efavirenz 600 mg Tablet, 30 Tabs",276984,91007,,3.04
Uganda-MAUL,3/1/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",1781261,500405,,3.56
Uganda-MAUL,3/1/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",12592,8884,,1.42
Uganda-MAUL,3/1/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",13161,1190,,11.06
Uganda-MAUL,3/1/2019,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",7900,1046,,7.55
Uganda-MAUL,3/1/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",267961,124988,,2.14
Uganda-MAUL,3/1/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",40728,48774,,0.84
Uganda-MAUL,3/1/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",40389,10540,,3.83
Uganda-MAUL,3/1/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",5834,8374,,0.7
Uganda-MAUL,3/1/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",23272,12015,,1.94
Uganda-MAUL,3/1/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",3568,4411,,0.81
Uganda-MAUL,3/1/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",12061,6257,,1.93
Uganda-MAUL,3/1/2019,"Nevirapine 200 mg Tablet, 60 Tabs",100125,42218,,2.37
Uganda-MAUL,3/1/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",32841,8881,,3.7
Uganda-MAUL,3/1/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",479739,141008,,3.4
Uganda-MAUL,3/1/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",123250,28693,,4.3
Uganda-NMS,2/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",77550,39394,1.97,
Uganda-NMS,2/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",688,9441,0.07,
Uganda-NMS,2/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",17,14404,0,
Uganda-NMS,2/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",275,8847,0.03,
Uganda-NMS,2/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",445505,146833,3.03,
Uganda-NMS,2/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",876415,379402,2.31,
Uganda-NMS,2/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",32842,9470,3.47,
Uganda-NMS,2/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",10765,1450,7.42,
Uganda-NMS,2/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",5155,1573,3.28,
Uganda-NMS,2/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",32830,158503,0.21,
Uganda-NMS,2/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",53787,52168,1.03,
Uganda-NMS,2/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",59562,9561,6.23,
Uganda-NMS,2/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,4890,0,
Uganda-NMS,2/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",6885,10541,0.65,
Uganda-NMS,2/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",342,4466,0.08,
Uganda-NMS,2/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",305391,39829,7.67,
Uganda-NMS,2/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",99939,19942,5.01,
Uganda-NMS,2/1/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",478859,157831,3.03,
Uganda-NMS,2/1/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",103313,42529,2.43,
Uganda-NMS,4/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",17530,42353,0.41,
Uganda-NMS,4/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",4096,9441,0.43,
Uganda-NMS,4/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",38545,15436,2.5,
Uganda-NMS,4/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2868,8847,0.32,
Uganda-NMS,4/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",353635,128786,2.75,
Uganda-NMS,4/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",309566,411377,0.75,
Uganda-NMS,4/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",28304,7658,3.7,
Uganda-NMS,4/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",10009,1003,9.98,
Uganda-NMS,4/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",2131,1637,1.3,
Uganda-NMS,4/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",293324,158503,1.85,
Uganda-NMS,4/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",90955,53397,1.7,
Uganda-NMS,4/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",35309,9994,3.53,
Uganda-NMS,4/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",14630,5475,2.67,
Uganda-NMS,4/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",72228,10437,6.92,
Uganda-NMS,4/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",6121,4466,1.37,
Uganda-NMS,4/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",200531,39405,5.09,
Uganda-NMS,4/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",64984,17921,3.63,
Uganda-NMS,4/1/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",190397,154566,1.23,
Uganda-NMS,4/1/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",96126,42633,2.25,
Uganda-NMS,6/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",17530,42353,0.41,
Uganda-NMS,6/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",4096,9441,0.43,
Uganda-NMS,6/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",38545,15436,2.5,
Uganda-NMS,6/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2868,8847,0.32,
Uganda-NMS,6/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",353635,128786,2.75,
Uganda-NMS,6/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",309566,411377,0.75,
Uganda-NMS,6/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",28304,7658,3.7,
Uganda-NMS,6/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",10009,1003,9.98,
Uganda-NMS,6/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",2131,1637,1.3,
Uganda-NMS,6/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",293324,158503,1.85,
Uganda-NMS,6/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",90955,53397,1.7,
Uganda-NMS,6/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",35309,9994,3.53,
Uganda-NMS,6/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",14630,5475,2.67,
Uganda-NMS,6/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",72228,10437,6.92,
Uganda-NMS,6/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",6121,4466,1.37,
Uganda-NMS,6/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",200531,39405,5.09,
Uganda-NMS,6/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",64984,17921,3.63,
Uganda-NMS,6/1/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",190397,154566,1.23,
Uganda-NMS,6/1/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",96126,42633,2.25,
Uganda-NMS,8/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",147405,43172,3.41,
Uganda-NMS,8/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",68671,9310,7.38,
Uganda-NMS,8/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",21294,19049,1.12,
Uganda-NMS,8/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",43757,7959,5.5,
Uganda-NMS,8/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",381436,105127,3.63,
Uganda-NMS,8/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",661467,465372,1.42,
Uganda-NMS,8/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",14731,8598,1.71,
Uganda-NMS,8/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",9264,1042,8.89,
Uganda-NMS,8/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",5566,1700,3.27,
Uganda-NMS,8/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",401935,124452,3.23,
Uganda-NMS,8/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",199366,55230,3.61,
Uganda-NMS,8/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",46941,12260,3.83,
Uganda-NMS,8/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",31,7020,0,
Uganda-NMS,8/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",29349,15278,1.92,
Uganda-NMS,8/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",206,4149,0.05,
Uganda-NMS,8/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",101591,42345,2.4,
Uganda-NMS,8/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",36025,15757,2.29,
Uganda-NMS,8/1/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",61477,152904,0.4,
Uganda-NMS,8/1/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",92404,38197,2.42,
Uganda-NMS,10/1/2018,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",92809,52182,1.78,
Uganda-NMS,10/1/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",29305,14219,2.06,
Uganda-NMS,10/1/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",10279,23309,0.44,
Uganda-NMS,10/1/2018,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",2728,41415,0.07,
Uganda-NMS,10/1/2018,"Dolutegravir, 50 mg Tablet, 30 Tabs",10881,1155,9.42,
Uganda-NMS,10/1/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",251675,44923,5.6,
Uganda-NMS,10/1/2018,"Efavirenz 600 mg Tablet, 30 Tabs",370700,139359,2.66,
Uganda-NMS,10/1/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",532921,507339,1.05,
Uganda-NMS,10/1/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",28110,11235,2.5,
Uganda-NMS,10/1/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",10771,1120,9.62,
Uganda-NMS,10/1/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",10606,1607,6.6,
Uganda-NMS,10/1/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",776334,124988,6.21,
Uganda-NMS,10/1/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",74790,57324,1.3,
Uganda-NMS,10/1/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",40404,12349,3.27,
Uganda-NMS,10/1/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",16946,7854,2.16,
Uganda-NMS,10/1/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",52987,15366,3.45,
Uganda-NMS,10/1/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",8473,5519,1.54,
Uganda-NMS,10/1/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",25570,6780,3.77,
Uganda-NMS,10/1/2018,"Nevirapine 200 mg Tablet, 60 Tabs",59082,8465,6.98,
Uganda-NMS,10/1/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",27916,12162,2.3,
